translation
"{'cy': 'Iaith fyw: ', 'en': 'A living language:'}"
"{'cy': 'Mae’r iaith yn bwysig i bob un ohonon ni yng Nghymru ac, yn ôl y polau piniwn, mae’r rhan fwyaf o bobl Cymru yn deyrngar i’r iaith ac yn ei chefnogi. ', 'en': 'The language is important to all of us in Wales, and opinion surveys regularly show the majority of Welsh people are committed to and supportive of the language. '}"
"{'cy': 'Rhaid i ni ymdrechu, bob amser, i gael consensws gwleidyddol ynghylch beth sydd angen ei wneud i ddatblygu’r iaith a’i chryfhau. Cafodd y strategaeth hon ei pharatoi felly drwy fynd ati’n fwriadol i ddefnyddio’r strategaeth ddrafft a gyhoeddwyd gan Lywodraeth Cymru’n Un fel sylfaen.', 'en': 'We must always strive to protect a political consensus around measures to develop and strengthen the language, and this strategy deliberately builds on the draft strategy published by the One Wales Government.'}"
"{'cy': 'Hoffwn gydnabod y cyfraniadau a wnaed gan bawb, yn enwedig aelodau’r Gr ˆwp Cynghori ar Strategaeth y Gymraeg a sefydlwyd gan Alun Ffred Jones, y cyn Weinidog dros Dreftadaeth. ', 'en': 'I pay tribute to the contributions made, not least by members of the Advisory Group on the Welsh Language Strategy established by the former Heritage Minister Alun Ffred Jones. '}"
"{'cy': 'Bu eu cyfraniad yn allweddol wrth lunio’r strategaeth derfynol, a chefais innau foddhad o gadeirio’r tri chyfarfod a gynhaliwyd gennym ers mis Mai 2011.', 'en': 'Their input has helped shape the final strategy and I have enjoyed chairing the three meetings we have held since May 2011.'}"
"{'cy': 'Dros y degawdau, cafodd y Gymraeg ei chynnal diolch i ymroddiad unigolion a chymunedau sydd wedi gweithio gyda’i gilydd mewn sefydliadau amrywiol ac ar weithgareddau amrywiol, boed yn lleol ac yn genedlaethol – a hynny’n aml dan bwysau mawr. ', 'en': 'Over the decades, the Welsh language has been sustained by dedicated individuals and communities working together locally and nationally, often under great pressure, in a wide variety of organisations and activities. '}"
"{'cy': 'Mae ein diolch yn ddyledus i’r unigolion a’r cymunedau hynny, ac rydym yn cydnabod eu cyfraniad. ', 'en': 'Those individuals and communities deserve our thanks and acknowledgement. '}"
"{'cy': 'Am bron i ugain mlynedd, Bwrdd yr Iaith Gymraeg fu’n arwain ar hyn, a dylem ddiolch hefyd i aelodau presennol a chyn-aelodau’r Bwrdd, a chydnabod eu cyfraniad hwythau. ', 'en': 'For nearly twenty years, the Welsh Language Board has played a leading role in this process. Past and present members of the Board likewise deserve our thanks and acknowledgement. '}"
"{'cy': 'At hynny, dylid cydnabod bod parhad y Gymraeg yn yr ugeinfed ganrif ac ar ddechrau’r unfed ganrif ar hugain yn brawf pendant bod gwleidyddiaeth yn gallu dwyn y maen i’r wal.', 'en': 'The preservation of the Welsh language in the twentieth and early twenty-first century has also been a positive demonstration of how politics can deliver, and that should also be acknowledged.'}"
"{'cy': 'Fodd bynnag, mae datblygiad a pharhad y Gymraeg yn y dyfodol yn dibynnu ar ymroddiad pobl Cymru, a rhaid i bob un ohonon ni wneud ein rhan. ', 'en': 'However, the future development and survival of the language depends on the commitment of the people of Wales, and must be owned by all of us. '}"
"{'cy': 'Ni ddylid dibynnu ar y bobl hynny sy’n cael eu cyflogi i ddatblygu neu hybu’r iaith yn unig i’w diogelu. ', 'en': 'Its protection cannot depend on those who are professionally employed in its development or promotion. '}"
"{'cy': 'Rhaid i ni sicrhau hefyd ein bod yn annog pobl i ddefnyddio’r sgiliau iaith sydd ganddynt – ac osgoi cyfrannu at sefyllfa lle mae yna deimlad ymhlith rhai na allant wneud hynny am nad yw eu Cymraeg yn ddigon da.', 'en': 'We must also ensure that we are encouraging people to use the language skills that they have – and not to contribute to a climate in which they feel that less than perfect Welsh language skills are a barrier to participation.'}"
"{'cy': '2Iaith fyw: ', 'en': '2A living language: '}"
"{'cy': 'iaith byw', 'en': 'a language for living'}"
"{'cy': 'Y perygl mewn unrhyw faes yw mai buddiannau cyfundrefnol neu sefydliadol naturiol y bobl hynny sy’n ymwneud yn broffesiynol â’r maes hwnnw fydd yn tra-arglwyddiaethu wrth ddatblygu polisi. ', 'en': 'There is a danger in any sphere that the natural organisational or institutional interests of those engaged professionally in that sphere come to dominate policy development. '}"
"{'cy': 'O ran yr iaith, rhaid i ni osgoi gormod o fiwrocratiaeth wrth ein gwaith a sicrhau ein bod yn datblygu mentrau sy’n ennyn diddordeb pobl ar lawr gwlad. Mae hyn yn arbennig o wir mewn cymunedau lle mae’r Gymraeg yn cael ei defnyddio’n naturiol yn rhan o fywyd bob dydd. ', 'en': 'When it comes to the language, we must avoid bureaucratic professionalism and ensure that we are developing initiatives that engage people at a grass-roots level, not least in those communities where Welsh is a language in daily and active use. '}"
"{'cy': 'Rhaid i ni chwilio am leisiau newydd i ddatblygu polisi iaith yn y dyfodol. ', 'en': 'In developing language policy in the future, we have to invite in new voices. '}"
"{'cy': 'Hoffwn i weld cynghrair yr anghonfensiynol yn cymryd rhan yn y gwaith o ddatblygu a monitro’r strategaeth newydd hon.', 'en': 'I want a coalition of the unconventional involved in developing and monitoring the implementation of this new strategy. '}"
"{'cy': 'Cafodd fframwaith ei osod yn sgil datganoli ar gyfer math newydd o ddemocratiaeth, ac atebolrwydd newydd, yng Nghymru. Cafodd hyn ei gadarnhau gan ganlyniad refferendwm 2011. ', 'en': 'Devolution set the framework for a new democracy in Wales, and a new accountability, strengthened by the referendum result in 2011. '}"
"{'cy': 'Dylai lleisiau mwyaf dylanwadol y dyfodol fod yn ymrwymedig i hybu’r drefn agored newydd yn hytrach na chynnal yr hen drefn.', 'en': 'The voices that dominate in the future should be committed to that new openness, not the protection of the old establishment.'}"
"{'cy': 'Eleni, byddwn yn dathlu deng mlynedd ar hugain ers darllediad cyntaf S4C. ', 'en': 'This year will see the thirtieth anniversary of S4C’s first broadcast. '}"
"{'cy': 'Bydd yr achlysur hwn yn ein hatgoffa bod cefnogaeth wleidyddol ac ymgyrchu ar lawr gwlad wedi bod yn hanfodol o’r dechrau’n deg er mwyn hybu a diogelu’r iaith. ', 'en': 'That anniversary should remind us that the promotion and protection of the language has always depended on political support and grass-roots campaigning. '}"
"{'cy': 'Penderfyniad Llywodraeth y Deyrnas Unedig i roi’r gorau i fformiwla cyllido S4C, a osodwyd mewn statud, heb gynnal trafodaeth gyhoeddus effeithiol, yw’r peth mwyaf niweidiol i ddigwydd i’r Gymraeg yn ystod y ddwy flynedd ddiwethaf. ', 'en': 'The most damaging thing to happen to the Welsh language in the last two years was the decision by the UK Government to abandon the funding formula for S4C, set down in statute, without any effective public debate. '}"
"{'cy': 'O ganlyniad, bydd cyllideb yr iaith o leiaf £60 miliwn yn llai dros y pum mlynedd hyd at 2014–15. ', 'en': 'The budgetary loss to the Welsh language in the five years to 2014–15 will be at least £60 million. '}"
"{'cy': 'Yn sgil methiant Awdurdod S4C i fanteisio i’r eithaf ar y pwysau cyhoeddus a gafwyd ar draws y pleidiau yng Nghymru i amddiffyn yr hyn oedd yn rhwymedigaeth statudol ar Lywodraeth y DU, daeth yn amlwg mai sefydliad ydyw sy’n perthyn i’r oes cyn datganoli o ran ei feddylfryd ac sydd wedi methu deall realiti’r sefyllfa yng Nghymru ar ôl datganoli. ', 'en': 'The failure of the S4C Authority to maximise the cross-party public pressure that existed in Wales in defence of what was a statutory obligation on the UK Government demonstrated an institution whose pre-devolution mentality failed to understand the realities of post-devolution Wales. '}"
"{'cy': 'Nid yw darlledu wedi’i ddatganoli, ac nid yw’n bolisi gan Lywodraeth bresennol Cymru i geisio am ddatganoli darlledu. Ar y llaw arall, mae’n amlwg, o ran polisi iaith o leiaf, fod angen i Lywodraeth Cymru edrych yn fanylach ar effaith polisi darlledu ar y Gymraeg. ', 'en': 'While broadcasting is not devolved, and it is not the policy of the present Welsh Government to seek the devolution of broadcasting, it is clear that in terms of language policy at least, the Welsh Government will need to take a closer view of the impact of broadcasting policy on the Welsh language. '}"
"{'cy': 'Rydym o’r farn y bydd arweinwyr newydd Awdurdod S4C, a’r Sianel ei hun, yn ymateb i’r pryderon hyn.', 'en': 'We believe that the new leadership of the S4C Authority and of the Channel itself will be responsive to these concerns.'}"
"{'cy': 'Aeth Llywodraeth newydd Cymru, a gafodd ei hethol ym mis Mai 2011, ati’n ddi-oed i weithredu Mesur y Gymraeg (Cymru) 2011. ', 'en': 'The new Welsh Government elected in May 2011 has moved swiftly to implement the Welsh Language (Wales) Measure 2011. '}"
"{'cy': 'Lai na chwe mis wedi i’r Llywodraeth newydd gael ei sefydlu, roedd swydd Comisiynydd y Gymraeg wedi’i hysbysebu, y cyfweliadau wedi’u cynnal, a’r ymgeisydd llwyddiannus wedi’i benodi. Cyhoeddwyd ar 5 Hydref 2011 mai Meri Huws fydd yn arwain swyddfa’r Comisiynydd o 1 Ebrill 2012 ymlaen. ', 'en': 'Within the first six months, we moved to advertise, interview and appoint the first Welsh Language Commissioner, announcing on 5 October 2011 that Meri Huws would lead the Commissioner’s office from 1 April 2012. '}"
"{'cy': 'Bydd yn hyrwyddwr cadarn a brwdfrydig dros yr iaith, gan weithio gyda sefydliadau i gynyddu nifer y gwasanaethau sydd ar gael drwy gyfrwng y Gymraeg, a chynnig mwy o gyfleoedd i bobl ddefnyddio’r iaith yn eu bywydau bob dydd.', 'en': 'She will be a robust and active champion for the language – and will work with organisations to increase the number of services available in Welsh, providing more opportunities for people to use the language in their day-to-day lives.'}"
"{'cy': 'Bydd y Comisiynydd yn datblygu safonau newydd ar gyfer y Gymraeg a fydd yn gosod dyletswyddau ar amrywiaeth eang o sefydliadau: ', 'en': 'The Commissioner will develop new Welsh language standards, in order to impose duties on a wide range of organisations: '}"
"{'cy': 'i ddarparu gwasanaethau drwy gyfrwng y Gymraeg, i sicrhau bod y Gymraeg yn dod yn rhan annatod o waith datblygu polisïau, ac i ddatblygu strategaethau a fydd yn ceisio cynyddu’r defnydd o’r Gymraeg yn y gweithle.', 'en': 'to provide services in Welsh, to mainstream the language into policy development, and to develop strategies with regard to increasing the use of Welsh at work.'}"
"{'cy': 'Bydd safonau hybu’r Gymraeg yn gosod dyletswyddau ar Lywodraeth Cymru, ac awdurdodau lleol ledled Cymru i annog pobl i wneud mwy o ddefnydd o’r Gymraeg a chefnogi ac annog y cymunedau y maent yn eu gwasanaethu i’w defnyddio. ', 'en': 'Welsh language promotion standards will impose duties on the Welsh Government and local authorities across Wales to promote the use of Welsh more widely and to support and encourage its use within the communities they serve. '}"
"{'cy': 'Iaith fyw: ', 'en': 'A living language: '}"
"{'cy': 'iaith byw3', 'en': 'a language for living3'}"
"{'cy': 'Unwaith eto, hoffwn bwysleisio fy mod yn benderfynol o gyflwyno’r safonau newydd cyn gynted â phosib. Bydd Llywodraeth Cymru yn cydweithio’n agos â’r Comisiynydd i sicrhau bod modd gwneud hynny.', 'en': 'Again, I am determined to make progress as quickly as possible in order to introduce the new standards – and the Welsh Government will work closely with the Commissioner to ensure that this can be done.'}"
"{'cy': 'Bydd y system safonau yn rhoi cyfle i ni ganolbwyntio ar ddarparu gwasanaethau all wneud gwahaniaeth gwirioneddol i’r iaith. ', 'en': 'Through the system of standards, we have an opportunity to focus on the delivery of services that can make a real difference as far as the language is concerned. '}"
"{'cy': 'Rhaid i ni sicrhau bod gwasanaethau a gweithgareddau i blant a phobl ifanc ar gael yn y Gymraeg. ', 'en': 'We need to ensure that services and activities for children and young people are available in Welsh. '}"
"{'cy': 'Mae angen mwy o wasanaethau wyneb yn wyneb drwy gyfrwng y Gymraeg arnon ni. ', 'en': 'We need more face-to-face services in Welsh. '}"
"{'cy': 'Rhaid i ni sicrhau bod mwy o benderfyniadau cyllido yn cael eu gwneud gan gadw mewn cof yr angen am wasanaethau cyfrwng Cymraeg. ', 'en': 'We need to ensure that more and more funding decisions are taken with the need to provide Welsh-language services in mind. '}"
"{'cy': 'Rhaid i ni roi’r gorau i feddwl am y Gymraeg yn nhermau cyfieithu a’i hystyried yn rhan naturiol o fywyd bob dydd yng Nghymru.', 'en': 'We need to move from thinking of Welsh as a translation issue to thinking of Welsh as a normal part of day-to-day life in Wales.'}"
"{'cy': 'Yn sgil diddymu Bwrdd yr Iaith Gymraeg, bydd gan Lywodraeth Cymru rôl ganolog a phwysig iawn i hybu’r defnydd o’r Gymraeg. ', 'en': 'For its part, the Welsh Government will inherit from the Welsh Language Board a central and highly significant role with regard to promoting the use of Welsh. '}"
"{'cy': 'Byddaf am weithio’n agos gyda rhanddeiliaid allweddol, gan gynnwys yr Urdd, y mentrau iaith, awdurdodau lleol ac eraill, a fydd yn gallu cyfrannu at y gwaith sydd o’n blaenau. ', 'en': 'I will want to work closely with key stakeholders who can contribute to this task, including the Urdd, the mentrau iaith, local authorities and others. '}"
"{'cy': 'Gyda’n gilydd, rhaid i ni roi anadl einioes newydd i’r iaith – gan weithio’n galed i sicrhau bod y gwaith sy’n cael ei wneud a’i gefnogi gennym mor effeithiol â phosib.', 'en': 'Together, we need to breathe new life into the language – while working hard to ensure that the work we support and deliver is as effective as possible.'}"
"{'cy': 'Gan fod Llywodraeth Cymru’n Un wedi cyhoeddi Strategaeth Addysg Cyfrwng Cymraeg ym mis Ebrill 2010, nid yw’r strategaeth hon yn edrych yn fanwl iawn ar y system addysg. ', 'en': 'As the One Wales Government published the Welsh-medium Education Strategy only in April 2010, this strategy does not go into significant detail on the education system. '}"
"{'cy': 'Fodd bynnag, dylid ei darllen ar y cyd â’r strategaeth honno. ', 'en': 'However, it should be read alongside that strategy. '}"
"{'cy': 'Ers i’r Strategaeth Addysg Cyfrwng Cymraeg gael ei chyhoeddi, cafodd y Coleg Cymraeg Cenedlaethol ei sefydlu’n ffurfiol. ', 'en': 'Since the Welsh-medium Education Strategy was published, the Coleg Cymraeg Cenedlaethol has been formally established. '}"
"{'cy': 'At hynny, mae Llywodraeth newydd Cymru wedi ymrwymo yn ei maniffesto i wneud Cynlluniau Strategol y Gymraeg mewn Addysg yn statudol. ', 'en': 'In addition, the incoming Welsh Government has a manifesto commitment to set Welsh in Education Strategic Plans on a statutory basis. '}"
"{'cy': 'Ym mis Rhagfyr 2011, derbyniodd Llywodraeth Cymru adroddiadau gan yr awdurdodau lleol yn dweud i ba raddau roedden nhw’n llwyddo i gyrraedd eu targedau o gynyddu nifer y bobl ifanc sy’n dysgu Cymraeg ac sy’n astudio drwy gyfrwng y Gymraeg. ', 'en': 'In December 2011, local authorities reported back to the Welsh Government on how they are progressing against targets to improve the number of young people learning Welsh and studying through the medium of Welsh. '}"
"{'cy': 'Rydym yn benderfynol o sicrhau bod darpariaeth y dyfodol yn cael ei chynllunio’n effeithiol.', 'en': 'We are determined to ensure effective planning of future provision.'}"
"{'cy': '4Iaith fyw: ', 'en': '4A living language: '}"
"{'cy': 'iaith byw', 'en': 'a language for living'}"
"{'cy': 'Wrth i ni edrych i’r dyfodol, rhaid i ni sicrhau bod rhieni/gofalwyr a theuluoedd yn deall yn well sut gall yr iaith fod o fudd i’w plant er mwyn eu galluogi i wneud penderfyniadau, ar sail gwybodaeth, ynghylch magwraeth ac addysg eu plant. ', 'en': 'As we look to the future, we must ensure that parents/carers and families better understand how the language can benefit their children, to enable them to make informed decisions with regard to their upbringing and education. '}"
"{'cy': 'Rhaid i ni sicrhau bod addysg cyfrwng Cymraeg yn cael ei chynllunio a’i darparu yn unol ag ewyllys y rhieni/gofalwyr. ', 'en': 'We need to ensure that Welsh-medium education is planned and provided in accordance with parents/carers’ wishes. '}"
"{'cy': 'Mae angen i ni ddarparu rhagor o gyfleoedd i blant a phobl ifanc fwynhau defnyddio’r Gymraeg y tu allan i’r ysgol, ac annog rhieni/gofalwyr sy’n siarad Cymraeg i’w defnyddio gyda’u plant. ', 'en': 'We need to provide more and more opportunities for children and young people to enjoy using the language beyond the school gates – and we need to encourage Welsh-speaking parents/carers to use the language with their children. '}"
"{'cy': 'Rwy’n benderfynol o fwrw ymlaen ar hyn cyn gynted â phosib er mwyn mynd i’r afael â’r heriau sy’n ein hwynebu.', 'en': 'I am determined to make progress as quickly and effectively as possible to deal with the challenges that lie ahead.'}"
"{'cy': 'Un o’r newidiadau mwyaf ers y strategaeth ddrafft a gyhoeddwyd yn wreiddiol yn 2010 yw’r sylw ychwanegol sy’n cael ei roi i’r cyfryngau newydd. ', 'en': 'One of the significant changes from the draft strategy originally published in 2010 is the additional focus on new media. '}"
"{'cy': 'Drwy gydol yr ugeinfed ganrif, gwelsom fod y cyfryngau darlledu wedi chwarae rôl bwysig, drwy gyfrwng y radio a’r teledu, yn datblygu ac yn diogelu’r Gymraeg. ', 'en': 'Throughout the twentieth century, the broadcast media played an important role in the development and preservation of the Welsh language through both radio and television. '}"
"{'cy': 'Yn yr unfed ganrif ar hugain, mae’r ffaith bod modd defnyddio’r cyfryngau digidol a’r apps Cymraeg nid yn unig yn caniatáu i’r iaith ffynnu ond hefyd yn galluogi siaradwyr Cymraeg i gymryd rhan gyflawn yn yr oes ddigidol sydd ohoni. Maent hefyd yn dangos i bawb fod y Gymraeg yn gyfrwng modern, creadigol, grymus, sy’n gallu addasu.', 'en': 'In the twenty-first century, the existence of Welsh-language digital media content and applications not only allows the Welsh language to flourish, but it also enables Welsh speakers to participate fully as digital citizens and demonstrates to all that the Welsh language is a creative, powerful, adaptive and modern medium.'}"
"{'cy': 'Dylai sicrhau bod modd i siaradwyr Cymraeg ddefnyddio cyfryngau electronig drwy gyfrwng y Gymraeg, os ydynt yn dymuno gwneud hynny, fod yn uchelgais gennym; ni ddylem ddisgwyl llai na hynny. Dylai hynny fod yn bosib at ddibenion diwylliannol, dod o hyd i wybodaeth, adloniant, hamdden, siopa, cynnal trafodion, neu at ddibenion cymunedol neu rwydweithio cymdeithasol.', 'en': 'Our ambition and our expectation should be that Welsh speakers should be able to conduct their lives electronically through the medium of Welsh, should they so desire, whether that be for cultural, informational, entertainment, leisure, retail, transactional, community, or social networking purposes.'}"
"{'cy': 'Mae pethau’n newid yn syfrdanol o gyflym. ', 'en': 'The pace of change is significant and striking. '}"
"{'cy': 'Fis Rhagfyr 2011, cafodd yr e-lyfrau Cymraeg cyntaf eu lansio ar gyfer Kindle; cafodd app ei lansio ar yr iPad ar gyfer cylchgrawn Golwg; a bu Bwrdd yr Iaith Gymraeg yn ymgynghori ar y derminoleg Gymraeg i’w defnyddio ar Twitter – hyn oll mewn mis.', 'en': 'In December 2011 alone, the first Welsh-language e-books became available on the Kindle, the Welsh-language magazine Golwg became available via an iPad app, and the Welsh Language Board consulted on Welsh language terminology for use on Twitter.'}"
"{'cy': 'Mae’n si ˆwr y bydd rhywfaint o’r datblygiadau hyn yn cael eu hysgogi gan y galw ymhlith defnyddwyr a mentrau ar gyfer defnyddwyr. ', 'en': 'It is likely that consumer demand and user initiatives will drive some of these developments. '}"
"{'cy': 'Serch hynny, mae’n debyg y bydd anghysondeb yn y datblygiadau hyn felly mae gan Lywodraeth Cymru rôl bwysig i’w chwarae drwy arwain ar hyn.', 'en': 'However, development is likely to be uneven and there is an important leadership role for Welsh Government.'}"
"{'cy': 'Ansawdd sy’n allweddol yn y maes hwn, fel mewn cynifer o feysydd eraill. ', 'en': 'In this sphere, as in so many others, quality is key. '}"
"{'cy': 'Pam ddylai siaradwyr Cymraeg fodloni ar wasanaethau nad ydynt yn cyrraedd y safon uchaf bosib? ', 'en': 'Why should Welsh speakers settle for services that are not of the highest quality? '}"
"{'cy': 'Pam hefyd ddylai Llywodraeth Cymru roi cymhorthdal i wasanaethau ar gyfer siaradwyr Cymraeg os nad yw’r gwasanaethau hynny o’r un safon â’r gwasanaethau y gallent eu cael drwy gyfrwng y Saesneg? ', 'en': 'And why should the Welsh Government subsidise services for Welsh speakers which are not able to replicate the quality of consumer experience that they could experience through the medium of English? '}"
